Customer Name,Address Line1,Address Line2,Address Line3,Address Line4,Postcode,Telephone,Mobile,Email,Web,VAT No,Company No,Contact Salutation,Contact First Name,Contact Last Name,Contact Position,Contact Email,Contact Phone,Contact Mobile,Industry
Asset Interiors Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7828 8208,,,www.asset-interiors.com,,,,,,,,,,,
Association of Accounting Technicians,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 837 8600,,,,,,,,,,,,,,
Association of British Insurers,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7600 3333,,,,,,,,,,,,,,
Association Of Car Fleet Operators (ACFO Ltd),Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01730 260162,,,,,,,,,,,,,,
Association of Corporate Treasurers,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Astea,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01234.756.700,,,www.astea.com,,,,,,,,,,,
Aston Electronic Designs Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01252 836 221,,,,,,,,,,,,,,
Astra Zeneca (Brixham),Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01803 882 882,,,,,,,,,,,,,,
Astraflex Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01924 228 000,,,,,,,,,,,,,,
ATG Broadcast,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01462 485 444,01462 485 777,,www.atgbroadcast.co.uk,,,,,,,,,,,
ATG Oxford,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01865 315 679,,,www.atg-oxford.co.uk,,,,,,,,,,,
Atis Real,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,7338 4194,,,,,,,,,,,,,,
Atisreal,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Atoglas,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0870 540 3050,,,www.altumax.com,,,,,,,,,,,
ATR Solutions Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0870 240 1840,,,,,,,,,,,,,,
Atradius,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(0)29 2082 4000,,,,,,,,,,,,,,
Attic Futura,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,0171 436 2909,,,,,,,,,,,,,
AudioMotion Studios Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0870 1600504,,,,,,,,,,,,,,
Audley Travel,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,  01869 276222,,,,,,,,,,,,,,
Automobile Association,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01295 810 225,,janet.craig@theaa.com,,,,,,,,,,,,
Automotive Distributors Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01622 834 037,01622833001,,,,,,,,,,,,,
AVA CAD / CAM Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01625 506 800,,,,,,,,,,,,,,
Avanstar,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01244 378 888,,,,,,,,,,,,,,
Avecia,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0161 740 1460,0161 795 6005,,www.avecia.com,,,,,,,,,,,
Avery Berkel,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Avery Berkel,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,+44 (0)870 90 34343,,,,,,,,,,,,,,
Avialec International Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, 01730 264 825,01730 264 496,,www.avialec.co.uk,,,,,,,,,,,
Avid Technology,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01753655999,,,,,,,,,,,,,,
AVID Technology Europe,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01753 655 999,,,,,,,,,,,,,,
AXA Corporate Solutions UK,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,0870 900 1788,,www.axa-corporatesolutions.com,,,,,,,,,,,
AXA Corporate Solutions UK,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01473 205939,0870 900 1788,,,,,,,,,,,,,
AXA Corporate Solutions UK,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01473 205939,0870 900 1788,,www.axa-corporatesolutions.com,,,,,,,,,,,
Axa Sun Life plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7606 7788,,,,,,,,,,,,,,
AXS Telecom,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0800 954 2907 / 0800 954 2223 (domestic sales),020 7422 7313,,,,,,,,,,,,,
Aylsham Computers,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01263 731 020,,,,,,,,,,,,,,
Aztec IT Training,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
B & M Labelling,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01223 890 569,01223 892 366,,,,,,,,,,,,,
B & M Publications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
B & W Deloitte,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01372 820 000,,,www.bw-deloitte.com,,,,,,,,,,,
B & W Deloitte2,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
B M A Communications. Bp,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
B Sky B Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7705 3000,,,,,,,,,,,,,,
BAAF,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,02075932000,,,,,,,,,,,,,,
BabcockTraining and Development centre,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(01407) 762241 ext 7463,,,,,,,,,,,,,,
Babel Media,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01273 777 423,01273 732 278,,,,,,,,,,,,,
Baber Smith,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207  387 9888,,,,,,,,,,,,,,
Bachy Soletanche Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01704 895686,,,,,,,,,,,,,,
BACP,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0870 443 5252,0870 443 5161,,www.bacp.co.uk,,,,,,,,,,,
BACS Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0870 1650019,020 89517495,,,,,,,,,,,,,
BAE Systems,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01252 373232,,,www.baesystems.com,,,,,,,,,,,
Baggaley Construction Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,"01623 421 421
01623 421 421",01623 420 775,,www.baggaley.co.uk,,,,,,,,,,,
Bahrain Hotels Company,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,9734 716 533,,,,,,,,,,,,,,
Bahrain Training Institute,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(973) 688461,,,,,,,,,,,,,,
Bailey Telecom,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0800 028 2229,,,www.baileytelecom.co.uk,,,,,,,,,,,
Balfour Beatty,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8710 5109,,,www.balfourbeatty.com/,,,,,,,,,,,
Ball Package Europe,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01244 681155,,,www.ball-europe.com,,,,,,,,,,,
Ballantyne Ross Ltd.,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Balls Brothers Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 77396466,020,,www.ballsbrothers.co.uk,,,,,,,,,,,
Bally UK Sales Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7408 9877,,,www.bally.com,,,,,,,,,,,
Baltic Media Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8892 7854,020  8891 4529,,,,,,,,,,,,,
Baltic Publishing Ltd.,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,0181 892 2292,,,,,,,,,,,,,
Bamboo Associates,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Band /Brown Communications. Bp,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Band-ex,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Bank Leumi (UK) Plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7907 8000,020 7907 8001,,www.bankleumi.co.uk,,,,,,,,,,,
Bank of Scotland,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Bank of Tokyo-Mitsubishi,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 577 1380,,,,,,,,,,,,,,
Bankside Arts Trust,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7378 7102,,info@banksidearts.org,www.banksidearts.org,,,,,,,,,,,
Banner Corp plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7349 2200,,,http://www.b1.com,,,,,,,,,,,
Banner Duncan Associates,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Banner Duncan Associates,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7614 0006,,,,,,,,,,,,,,
Barclay Stratton,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 6128 582,,,,,,,,,,,,,,
Barclays Bank,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Barclays Bank PLC,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7116 6103,,,,,,,,,,,,,,
Baring Asset Management Holdings Limited,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Barker Ross,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0800 0288 693,,,www.barkerross.co.uk,,,,,,,,,,,
Barker Ross Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, 0116 254 9906,,,,,,,,,,,,,,
Barnardos,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Barnet Council,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8359 2000,,,,,,,,,,,,,,
Barnet's Taxi Advertising,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7 723 1199,,,,,,,,,,,,,,
Barracuda Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0845 3452528,,,www.barracudagroup.co.uk/,,,,,,,,,,,
Barrington Johnson Lorains (BJL),Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0161 831 7141,,,,,,,,,,,,,,
Barry Shooter (Romford) Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0208 590 2214,,,,,,,,,,,,,,
Bartle Bogle Hegarty,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Basement Exercise Studio & Gymnasium,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0171 700 7722,,,,,,,,,,,,,,
Basis Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 553 5300,020 75535301,,,,,,,,,,,,,
Bastion,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7490 1323,,020 7490 1350,www.bastion.co.uk,,,,,,,,,,,
Bates Dorland,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 262 5077,,,,,,,,,,,,,,
Baxter Healthcare Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01842 767000,,,www.baxter.com,,,,,,,,,,,
Baxters Food Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(0) 1343 820393,,info@baxters.co.uk,,,,,,,,,,,,
Bayer Plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
BBC Magazines,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0208 576 3289,,,,,,,,,,,,,,
BBC Monitoring,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01189 486 165,,,,,,,,,,,,,,
BBC On Air Magazine,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,www.bbconair.co.uk,,,,,,,,,,,
BBC Resources Birmingham,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0121 432 8888,,,,,,,,,,,,,,
BBC Worldwide,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8433 2000,,,,,,,,,,,,,,
BBC Worldwide2,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8433 2000,,,,,,,,,,,,,,
BBS Training,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
BBT Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7828 1555,,,,,,,,,,,,,,
BD Network (Biggart Donald),Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7749 5500,020 7749 5501,,,,,,,,,,,,,
Beadles Group Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01322 222201,01322 289896,,,,,,,,,,,,,
Bearpark Publishing Ltd.,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7336 0666,,,http://www.bearpark.co.uk,,,,,,,,,,,
Beattie Media,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7930 0453,,,,,,,,,,,,,,
Beauty & Health Publications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01353 66 55 77,,,,,,,,,,,,,,
BeautyWorksWest.com,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7221 7872,,,www.beautyworkswest.com,,,,,,,,,,,
Beckenham Secretarial College,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8650 3321,,,www.beckenhamcollege.co.uk,,,,,,,,,,,
Bedell Cristin,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01534 814 814,,,www.bedellcristin.com,,,,,,,,,,,
Beechwood Music,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01784 423 214,,,,,,,,,,,,,,
Belair House,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,0181 299 6793,,,,,,,,,,,,,
Bell Pottinger Communications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7222 2096,,,,,,,,,,,,,,
Belon,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Belzona Polymeric Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01423 567641,,,http://www.belzona.com/,,,,,,,,,,,
Bent Magazine,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,08701 255 577,,,,,,,,,,,,,,
Bentley Motors,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01270 255 155,,,,,,,,,,,,,,
Berkeley Public Relations. Bp,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Berkley Morgan,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01624 678 277,,,,,,,,,,,,,,
Berkmann Wine Cellars,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7609 4711,,,http://www.berkmann.co.uk,,,,,,,,,,,
Bermondsey Village Hall,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7378 1078,,,,,,,,,,,,,,
Besso Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7480 1000,020 7480 1280,,,,,,,,,,,,,
Best Flight,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Best International,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7300 9000,,,,,,,,,,,,,,
Beta Systems,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0118 988 5175,,,,,,,,,,,,,,
Bettridge Turner and Partners,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Bev Wright Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Bezier,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(0)1924 362921,(0)1924 230354,,www.bezier.co.uk,,,,,,,,,,,
bfluent (language training),Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0845 0542473,,info@bfluent.co.uk,www.bfluent.co.uk,,,,,,,,,,,
BGB and Associates,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 233 2300,,,www.bgb.co.uk,,,,,,,,,,,
Bibby Line Group Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(0) 151 708 8000,(0) 151 794 1099,,www.bibbygroup.co.uk,,,,,,,,,,,
Biffa Waste Services,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01494 521 221,,,,,,,,,,,,,,
Big Beauty Enterprises,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Big Brother and Sisters,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,http://www.mentors.org.uk,,,,,,,,,,,
Big Brothers & Sisters,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8673 3030,020 8675 2020,,,,,,,,,,,,,
Big Issue,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7526 3236,,,www.bigissue.com,,,,,,,,,,,
Big Picture,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,7371 4455,7371 4499,info@ebigpicture.co.uk,,,,,,,,,,,,
BII,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01276 684449,01276 23045,reception@bii.org,www.bill.org,,,,,,,,,,,
Bilal Hashem Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,+962 7 799 6921,+962 6 464 8451,,www.bhg-expo.com,,,,,,,,,,,
bilco,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,11,,,,,,,,,,,,
Bilinguagroup,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Billington Cartmell,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 4711 900,,,www.bcl.co.uk,,,,,,,,,,,
billox,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Bimco,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Binley's,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01268 495600,01268 495601,,www.binleys.com,,,,,,,,,,,
Binnie Black & Veatch Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01737 774 155,,,,,,,,,,,,,,
Bioinformatics Institute,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,65 6874 6174,,65 677 81250,,,,,,,,,,,,
BioMed Central Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7323 0323,020 7580 1938,,http://www.biomedcentral.com,,,,,,,,,,,
Bioquell UK Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(0)1264 835 835,(0)1264 835 836,,www.bioquell.com,,,,,,,,,,,
BIP Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0121 544 2333,0121 552 6148,,,,,,,,,,,,,
Bird Stevens,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01384 567 381,,,,,,,,,,,,,,
Birmingham Chamber of Commerce,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0121 454 6171,,,,,,,,,,,,,,
Birmingham Midshires,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01902 325917,,,,,,,,,,,,,,
Biss Lancaster plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7022 4000,,,http://www.bisslancaster.com/,,,,,,,,,,,
Bite Communications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8741 1123,0802 480 485,,www.bitecomm.co.uk,,,,,,,,,,,
BJHC Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01932 821 723,,,,,,,,,,,,,,
Black Box Information,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7448 9709,,,,,,,,,,,,,,
Black Country Connexions,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Black Country Connexions,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0808 100 1980,,,www.connexions-bc.co.uk,,,,,,,,,,,
Black Diamond Films,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Blackwell Publishing Limited,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01865 776868,01865 714591,,,,,,,,,,,,,
Blade Recruitment,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Blanchard Management,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
